"Abercrombie & Fitch Co.","ANF","N - New York",998.700,0.870,23.600,0.300,2.700,-99999999.990,6.500,-38.240
"Aberdeen Asia-Pacific Income F","FAX","A - American",1204.400,0.840,-99999999.990,11.990,26.300,27.000,12.400,-1.040
"Aberdeen Chile Fund, Inc.","CH","A - American",57.300,0.850,80.100,29.190,88.200,-99999999.990,9.300,0.830
"Ability Inc","ABIL","M - Nasdaq",85.800,5.800,-99999999.990,1.400,4.700,-99999999.990,0.000,24.090
"ABIOMED, Inc.","ABMD","M - Nasdaq",5024.000,12.020,115.300,12.410,70.700,-99999999.990,-2.100,12.210
"ABM Industries, Inc.","ABM","N - New York",2471.700,2.500,36.200,0.520,15.000,-99999999.990,2.500,33.070
"Abraxas Petroleum Corp.","AXAS","M - Nasdaq",260.700,11.200,-99999999.990,5.380,25.400,768.300,-27.700,59.500
"Abtech Holdings Inc","ABHD","O - Over the counter",6.500,-99999999.990,-99999999.990,15.000,-99999999.990,-99999999.990,-627.700,-71.140
"Abv Consulting Inc","ABVN","O - Over the counter",10.200,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000
"AC Immune Ltd","ACIU","M - Nasdaq",780.700,-99999999.990,34.800,-99999999.990,-99999999.990,15.900,-99999999.990,0.000
"Acacia Communications, Inc.","ACIA","M - Nasdaq",2740.900,10.600,65.500,6.870,36.500,23.100,-0.700,107.340
"Acacia Diversified Holdings In","ACCA","O - Over the counter",27.000,146.930,-99999999.990,131.150,-99999999.990,-99999999.990,-1.600,-13.040
"Acacia Research Corp","ACTG","M - Nasdaq",362.100,1.360,-99999999.990,2.200,2.700,-99999999.990,-1.000,38.320
"Acadia Healthcare Company Inc","ACHC","M - Nasdaq",3387.200,1.480,666.700,1.270,14.600,-99999999.990,-22.600,-33.790
"ACADIA Pharmaceuticals Inc.","ACAD","M - Nasdaq",3467.500,5.430,-99999999.990,582.900,-99999999.990,34.700,-16.600,-24.240
"Acadia Realty Trust","AKR","N - New York",2640.200,1.750,41.200,12.470,39.000,-99999999.990,-10.700,-1.160
"Accelera Innovations Inc","ACNV","O - Over the counter",0.200,-99999999.990,-99999999.990,0.150,-99999999.990,-99999999.990,-7.900,-94.500
"Accelerate Diagnostics Inc","AXDX","M - Nasdaq",1327.100,14.160,-99999999.990,-99999999.990,-99999999.990,89.100,-14.600,91.780
"Accelerize Inc","ACLZ","O - Over the counter",25.900,-99999999.990,-99999999.990,1.090,-99999999.990,266.200,-1.900,0.000
"Acceleron Pharma Inc","XLRN","M - Nasdaq",1428.700,6.080,-99999999.990,49.470,-99999999.990,-99999999.990,-13.700,6.640
"Accenture Plc","ACN","N - New York",77563.500,9.840,18.500,2.140,12.200,143.100,2.400,0.780
"Access National Corporation","ANCX","M - Nasdaq",288.800,2.440,17.200,6.100,8.600,8.000,1.400,40.030
"ACCO Brands Corporation","ACCO","N - New York",1329.800,1.890,11.400,0.890,7.800,45.900,0.700,29.840
"Accretive Health, Inc.","ACHI","O - Over the counter",239.200,-99999999.990,3.400,0.410,1.400,0.800,-3.800,29.310
"Accuray Incorporated","ARAY","M - Nasdaq",433.000,7.950,-99999999.990,1.070,42.800,-99999999.990,-2.300,-4.240
"Accurexa Inc","ACXA","O - Over the counter",5.100,1.950,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-41.600,14.580
"AcelRx Pharmaceuticals Inc","ACRX","M - Nasdaq",140.500,43.630,-99999999.990,11.280,-99999999.990,-99999999.990,-2.100,-7.080
"Aceto Corporation","ACET","M - Nasdaq",592.900,1.860,19.400,1.040,9.500,13.700,-0.500,-12.740
"Achaogen Inc","AKAO","M - Nasdaq",133.700,4.180,-99999999.990,3.630,-99999999.990,13.600,-47.600,79.260
"Achillion Pharmaceuticals, Inc","ACHN","M - Nasdaq",604.100,1.430,-99999999.990,18.210,-99999999.990,-99999999.990,-0.200,-53.480
"ACI Worldwide Inc","ACIW","M - Nasdaq",2201.500,3.220,21.500,2.300,23.300,-99999999.990,1.500,-3.310
"ACL International Ltd","ACKBF","O - Over the counter",7.200,1.780,-99999999.990,0.860,5.800,-99999999.990,-554.800,80.000
"Aclaris Therapeutics Inc","ACRS","M - Nasdaq",579.100,7.170,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-6.200,32.550
"ACMAT Corporation","ACMTA","O - Over the counter",27.000,0.640,51.700,5.570,17.300,-99999999.990,8.200,25.900
"ACME Communications, Inc.","ACME","O - Over the counter",0.500,-99999999.990,-99999999.990,-99999999.990,4.400,13.400,0.000,-9.090
"Acme United Corporation","ACU","A - American",71.800,1.590,13.700,0.600,9.600,48.400,2.700,18.540
"ACNB Corporation","ACNB","M - Nasdaq",185.500,1.570,17.000,4.730,12.200,20.500,2.100,23.470
"Acology Inc","ACOL","O - Over the counter",26.300,-99999999.990,-99999999.990,18.320,-99999999.990,-99999999.990,-13.600,625.000
"Acorda Therapeutics Inc","ACOR","M - Nasdaq",940.700,1.420,-99999999.990,1.850,-99999999.990,21.900,-7.600,-23.560
"Acorn Energy Inc","ACFN","O - Over the counter",4.800,3.290,-99999999.990,0.380,-99999999.990,-99999999.990,-8.900,-25.570
"Acorn International, Inc. (ADR","ATV","N - New York",39.100,0.190,-99999999.990,0.720,-99999999.990,-99999999.990,-540.200,58.460
"Acquired Sales Corp.","AQSP","O - Over the counter",3.600,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-2.100,420.830
"ACRE Realty Investors Inc","AIII","A - American",22.900,1.050,-99999999.990,-99999999.990,-99999999.990,2.000,-1.200,-21.170
"Actinium Pharmaceuticals Inc","ATNM","A - American",57.400,3.280,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-15.800,-48.420
"Actions Semiconductor Co., Ltd","ACTS","M - Nasdaq",94.400,0.670,-99999999.990,1.860,-99999999.990,-99999999.990,24.300,14.120
"Active Power, Inc.","ACPW","M - Nasdaq",6.400,0.860,-99999999.990,0.160,-99999999.990,-99999999.990,0.000,-48.000
"Activecare Inc","ACAR","O - Over the counter",3.600,-99999999.990,-99999999.990,0.470,-99999999.990,24.000,-108.400,-66.320
"Activision Blizzard, Inc.","ATVI","M - Nasdaq",28561.700,3.130,32.300,4.640,18.400,8.600,-0.900,-4.570
"Actua Corp","ACTA","M - Nasdaq",542.800,1.680,-99999999.990,4.440,-99999999.990,-99999999.990,1.000,45.550
"Actuant Corporation","ATU","N - New York",1530.000,2.990,-99999999.990,1.350,11.800,142.400,0.800,-2.330
"Acuity Brands, Inc.","AYI","N - New York",11089.000,6.690,38.300,3.380,21.700,-99999999.990,-1.400,-0.850
"Acura Pharmaceuticals, Inc.","ACUR","M - Nasdaq",11.800,-99999999.990,-99999999.990,3.480,-99999999.990,12.500,-1.700,-61.020
"Acushnet Holdings Corp","GOLF","N - New York",1409.300,-99999999.990,23.400,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000
"Acxiom Corporation","ACXM","M - Nasdaq",2076.900,2.960,239.900,2.380,17.500,-99999999.990,0.700,27.550
"Adaiah Distribution Inc","ADHHD","O - Over the counter",1.000,61.660,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-98.630
"Adama Technologies Corp","ADACD","O - Over the counter",0.300,-99999999.990,-99999999.990,-99999999.990,-99999999.990,36.600,-8.600,400.000
"Adamant DRI Processing&Mineral","ADMG","O - Over the counter",22.300,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000,-22.220
"Adamas Pharmaceuticals Inc","ADMS","M - Nasdaq",347.500,2.330,-99999999.990,316.790,-99999999.990,-99999999.990,-19.300,-6.020
"Adamis Pharmaceuticals Corp","ADMP","M - Nasdaq",63.700,2.340,-99999999.990,14.450,-99999999.990,-99999999.990,-46.100,-65.130
"Adams Diversified Equity Fund","ADX","N - New York",1295.900,0.830,-99999999.990,45.740,68.500,-99999999.990,-99999999.990,4.640
"Adams Natural Resources Fund I","PEO","N - New York",570.800,0.860,-99999999.990,31.000,43.900,-99999999.990,-99999999.990,2.130
"Adams Resources & Energy Inc","AE","A - American",171.600,1.140,-99999999.990,0.150,7.100,-99999999.990,2.100,5.670
"Adaptimmune Therapeutics PLC -","ADAP","M - Nasdaq",363.100,1.830,-99999999.990,30.870,-99999999.990,-99999999.990,0.000,-50.440
"Adaptive Medias Inc","ADTM","O - Over the counter",0.000,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-92.800,-99.240
"AdCare Health Systems, Inc.","ADK","A - American",32.500,-99999999.990,-99999999.990,1.180,27.000,-99999999.990,-0.400,-16.330
"Addus Homecare Corporation","ADUS","M - Nasdaq",390.300,2.540,50.700,1.000,16.000,15.700,-3.300,68.250
"ADDvantage Technologies Group,","AEY","M - Nasdaq",17.700,0.420,25.200,0.460,6.900,34.300,-0.600,1.760
"Adecoagro SA","AGRO","N - New York",1307.500,2.120,-99999999.990,1.700,8.900,-99999999.990,-1.500,-1.190
"Adeptus Health Inc","ADPT","N - New York",224.300,0.620,1.700,0.400,26.800,-99999999.990,-23.700,-86.400
"Adesto Technologies Corp","IOTS","M - Nasdaq",28.700,1.520,-99999999.990,0.610,-99999999.990,1.600,-1.700,-50.430
"Adient PLC","ADNT","N - New York",4957.600,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000
"Adira Energy Ltd","ADENF","O - Over the counter",0.400,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000,-28.570
"ADM Tronics Unlimited, Inc.","ADMT","O - Over the counter",14.100,4.040,11.900,2.700,7.500,18.300,-1.300,-6.540
"ADMA Biologics Inc","ADMA","M - Nasdaq",73.300,-99999999.990,-99999999.990,7.360,-99999999.990,-99999999.990,-20.300,-15.740
"Adobe Systems Incorporated","ADBE","M - Nasdaq",52532.000,7.210,53.600,9.450,33.600,-99999999.990,0.000,5.620
"ADTRAN, Inc.","ADTN","M - Nasdaq",968.000,2.060,29.900,1.610,18.900,-99999999.990,4.600,7.160
"Aduro BioTech Inc","ADRO","M - Nasdaq",940.600,3.600,-99999999.990,11.070,-99999999.990,-99999999.990,-4.600,25.460
"Advance Auto Parts, Inc.","AAP","N - New York",12292.800,4.390,27.900,1.320,10.800,889.000,-0.400,10.920
"Advanced Accelerator Applicati","AAAP","M - Nasdaq",1423.200,7.070,-99999999.990,11.820,227.900,17.000,7.200,20.040
"Advanced Biomedical Technologi","ABMT","O - Over the counter",13.400,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-18.000,25.000
"Advanced Disposal Services Inc","ADSW","N - New York",1754.400,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000
"Advanced Drainage Systems Inc","WMS","N - New York",1164.800,47.660,43.500,0.890,21.000,269.900,-0.600,-9.340
"Advanced Emissions Solutions I","ADES","M - Nasdaq",200.200,-99999999.990,11.100,3.370,-99999999.990,-99999999.990,-0.200,23.580
"Advanced Energy Industries, In","AEIS","M - Nasdaq",2160.300,6.190,25.000,5.040,14.500,-99999999.990,3.300,50.190
"Advanced Environmental Petrolm","AEPP","O - Over the counter",14.200,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-74.980
"Advanced Environmental Recycli","AERT","O - Over the counter",7.200,-99999999.990,-99999999.990,0.080,5.600,-99999999.990,0.000,4.200
"Advanced Info Service PCL (ADR","AVIFY","O - Over the counter",11997.700,9.180,11.600,2.860,8.600,190.100,8.600,-6.140
"Advanced Medical Isotope Corp.","ADMD","O - Over the counter",2.600,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000,-68.290
"Advanced Micro Devices, Inc.","AMD","M - Nasdaq",8286.200,18.400,-99999999.990,1.720,-99999999.990,12.800,-3.800,107.900
"Advanced Oxygen Technologies,","AOXY","O - Over the counter",0.200,0.650,16.700,-99999999.990,10.700,-99999999.990,0.000,0.000
"Advanced Semiconductor Enginee","ASX","N - New York",8624.700,1.780,16.200,0.980,7.000,-99999999.990,4.200,11.660
"Advanced Voice Recognition Sys","AVOI","O - Over the counter",3.000,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-3.200,-59.750
"AdvancePierre Foods Holdings I","APFH","N - New York",2057.100,-99999999.990,-99999999.990,1.290,-99999999.990,16.300,-99999999.990,0.000
"AdvanSix Inc","ASIX","N - New York",594.400,2.510,8.000,0.480,5.000,-99999999.990,-99999999.990,0.000
"AdvanSource Biomaterials Corpo","ASNB","O - Over the counter",1.500,-99999999.990,-99999999.990,0.540,22.600,-99999999.990,0.000,-51.720
"Advantage Oil & Gas Ltd (USA)","AAV","N - New York",1286.500,1.430,245.500,13.480,25.700,-99999999.990,-8.100,18.040
"Advantest Corp (ADR)","ATEYY","O - Over the counter",2794.400,1.860,40.300,1.650,7.700,-99999999.990,1.200,27.810
"Advaxis, Inc.","ADXS","M - Nasdaq",395.300,3.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-11.000,10.860
"Adverum Biotechnologies Inc","ADVM","M - Nasdaq",125.200,0.530,-99999999.990,64.480,1.100,2.200,-61.200,-30.560
"Aecom","ACM","N - New York",5699.100,1.720,60.400,0.330,8.900,796.500,-1.700,14.710
"Aegean Marine Petroleum Networ","ANW","N - New York",545.400,0.790,12.700,0.140,6.000,5.900,-0.800,56.200
"Aegerion Pharmaceuticals, Inc.","AEGR","M - Nasdaq",55.800,-99999999.990,-99999999.990,0.340,-99999999.990,-99999999.990,-2.900,17.390
"Aegion Corp","AEGN","M - Nasdaq",817.500,1.560,-99999999.990,0.710,9.500,-99999999.990,4.900,27.640
"Aeglea Bio Therapeutics Inc","AGLE","M - Nasdaq",79.100,1.030,-99999999.990,14.180,-99999999.990,3.000,-16.600,-28.390
"AEGON N.V. (ADR)","AEG","N - New York",10371.300,0.400,22.800,0.180,7.000,5.800,8.800,1.970
"Aehr Test Systems","AEHR","M - Nasdaq",48.700,-99999999.990,-99999999.990,3.030,-99999999.990,-99999999.990,-2.700,177.780
"Aemetis Inc","AMTX","M - Nasdaq",35.100,-99999999.990,-99999999.990,0.260,-99999999.990,-99999999.990,-0.800,-30.270
"Aeolus Pharmaceuticals, Inc.","AOLS","O - Over the counter",28.900,7.070,-99999999.990,12.000,-99999999.990,7.800,-11.600,18.180
"AEP Industries","AEPI","M - Nasdaq",580.900,5.080,15.100,0.530,5.300,10.800,0.700,88.880
"AerCap Holdings N.V.","AER","N - New York",9049.500,0.990,9.300,1.650,8.200,10.200,7.900,16.560
"Aerie Pharmaceuticals Inc","AERI","M - Nasdaq",1333.600,8.940,-99999999.990,-99999999.990,-99999999.990,11.500,-12.700,134.390
"AeroCentury Corp.","ACY","A - American",14.600,0.340,3.300,0.610,11.500,12.600,-1.500,-0.050
"AeroGrow International, Inc.","AERO","O - Over the counter",38.400,25.550,-99999999.990,1.690,-99999999.990,-99999999.990,-8.500,75.730
"Aerohive Networks Inc","HIVE","N - New York",290.400,9.870,-99999999.990,1.630,-99999999.990,-99999999.990,-6.500,-12.540
"Aerojet Rocketdyne Holdings In","AJRD","N - New York",1440.600,-99999999.990,167.900,0.810,10.800,-99999999.990,-8.400,20.440
"Aeropostale Inc","AROPQ","O - Over the counter",2.900,-99999999.990,-99999999.990,-99999999.990,0.600,-99999999.990,-1.300,-10.120
"AeroVironment, Inc.","AVAV","M - Nasdaq",644.100,1.860,156.700,2.590,55.400,-99999999.990,0.000,0.710
"AES Corp","AES","N - New York",7613.500,2.610,61.100,0.560,8.800,-99999999.990,6.800,4.010
"AEterna Zentaris Inc. (USA)","AEZS","M - Nasdaq",40.300,10.460,-99999999.990,48.420,-99999999.990,-99999999.990,-333.700,-3.090
"Aethlon Medical, Inc.","AEMD","M - Nasdaq",36.400,-99999999.990,-99999999.990,40.180,-99999999.990,-99999999.990,-1.900,-5.870
"Aetna Inc","AET","N - New York",44515.200,2.470,18.500,0.720,7.800,2.600,0.100,12.960
"Affiliated Managers Group, Inc","AMG","N - New York",7869.000,2.460,16.900,3.510,13.000,-99999999.990,0.600,-15.300
"Affimed NV","AFMD","M - Nasdaq",81.800,1.400,-99999999.990,10.790,-99999999.990,-99999999.990,-38.700,-35.440
"AFLAC Incorporated","AFL","N - New York",29240.500,1.280,11.300,1.320,5.400,16.800,7.100,1.900
"Aftermaster Inc","AFTM","O - Over the counter",39.700,-99999999.990,-99999999.990,258.080,-99999999.990,-99999999.990,-4.800,-8.330
"AG Mortgage Investment Trust I","MITT","N - New York",483.100,0.960,9.700,3.910,40.200,-99999999.990,12.900,27.210
"AG&E Holdings Inc","WGA","A - American",2.400,0.680,-99999999.990,0.350,-99999999.990,-99999999.990,0.200,-40.250
"Agave Silver Corp","ASKDF","O - Over the counter",2.300,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,0.000,58.700
"AGCO Corporation","AGCO","N - New York",4271.800,1.510,28.100,0.600,10.200,-99999999.990,7.800,5.310
"Agent Information Software Inc","AIFS","O - Over the counter",1.100,0.500,4.300,0.230,0.500,-99999999.990,0.000,-50.000
"Agenus Inc","AGEN","M - Nasdaq",426.300,-99999999.990,-99999999.990,16.530,-99999999.990,-99999999.990,-3.100,21.300
"AGIC Equity and Convertible In","NIE","N - New York",514.800,0.940,-99999999.990,26.240,35.600,-99999999.990,24.500,-3.320
"Agile Therapeutics Inc","AGRX","M - Nasdaq",197.900,4.250,-99999999.990,-99999999.990,-99999999.990,15.200,-29.100,-10.390
"Agilent Technologies Inc","A","N - New York",14587.600,3.420,31.700,3.450,15.000,50.900,2.400,-2.110
"Agilysys, Inc.","AGYS","M - Nasdaq",247.100,2.040,-99999999.990,1.920,-99999999.990,-99999999.990,-0.600,-7.550
"Agios Pharmaceuticals Inc","AGIO","M - Nasdaq",2710.800,5.940,-99999999.990,44.600,-99999999.990,11.500,-2.800,17.540
"AGNC Investment Corp","AGNC","M - Nasdaq",6352.800,0.840,41.300,9.130,242.200,-99999999.990,16.100,0.370
"Agnico Eagle Mines Ltd (USA)","AEM","N - New York",9741.100,2.150,120.400,4.520,14.500,23.300,-2.300,-4.640
"Agree Realty Corporation","ADC","N - New York",1039.700,1.810,23.900,12.170,22.900,-99999999.990,-25.900,6.010
"Agria Corporation (ADR)","GRO","N - New York",47.000,0.950,-99999999.990,0.060,11.100,-99999999.990,0.000,-10.630
"Agrieuro Corp","EURI","O - Over the counter",7.700,3.410,-99999999.990,31.460,-99999999.990,513.900,0.000,-46.590
"Agritech Worldwide Inc","FBER","O - Over the counter",1.700,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-37.220
"Agrium Inc. (USA)","AGU","N - New York",13912.300,2.170,18.900,0.990,10.600,-99999999.990,5.700,9.580
"AgroFresh Solutions Inc","AGFS","M - Nasdaq",144.800,0.390,-99999999.990,0.990,17.300,10.200,-0.200,-36.150
"AIM Exploration Inc","AEXE","O - Over the counter",0.100,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-94.880
"Aimmune Therapeutics Inc","AIMT","M - Nasdaq",1059.100,6.530,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-67.000,61.950
"Air France KLM SA (ADR)","AFLYY","O - Over the counter",1707.800,-99999999.990,3.300,0.070,2.700,7.300,-11.100,-30.890
"Air Industries Group Inc","AIRI","A - American",17.500,0.530,-99999999.990,0.230,100.300,33.900,26.000,-55.320
"Air Lease Corp","AL","N - New York",3610.800,1.120,10.800,2.680,8.800,37.100,0.600,18.010
"Air Methods Corp","AIRM","M - Nasdaq",1190.000,2.200,12.400,1.060,7.400,-99999999.990,4.900,-5.390
"Air Products & Chemicals, Inc.","APD","N - New York",30260.700,4.290,20.000,3.190,11.200,23.600,1.500,5.180
"Air T, Inc.","AIRT","M - Nasdaq",39.500,-99999999.990,22.800,-99999999.990,16.600,-99999999.990,-99999999.990,-22.040
"Air Transport Services Group I","ATSG","M - Nasdaq",993.600,3.020,30.100,1.340,6.500,31.000,7.600,28.340
"Airborne Wireless Network","ABWN","O - Over the counter",83.800,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-99999999.990,555.460
"Aircastle Limited","AYR","N - New York",1778.700,0.990,13.500,2.280,7.800,3.500,7.800,4.990
"Airgain Inc","AIRG","M - Nasdaq",195.200,6.210,28.200,2.750,21.300,-99999999.990,-99999999.990,0.000
"AirMedia Group Inc (ADR)","AMCN","M - Nasdaq",192.200,0.490,-99999999.990,3.740,-99999999.990,9.600,-2.400,-29.200
"Airware Labs Corp","AIRW","O - Over the counter",6.500,-99999999.990,-99999999.990,17.950,-99999999.990,-99999999.990,-16.300,-68.490
"AIXTRON SE (ADR)","AIXG","M - Nasdaq",530.900,1.330,-99999999.990,2.820,-99999999.990,-99999999.990,-276.300,-28.640
"AJ Greentech Holdings Ltd","AJGH","O - Over the counter",825.800,-99999999.990,-99999999.990,339.280,-99999999.990,-99999999.990,-99999999.990,-23.910
"AK Steel Holding Corporation","AKS","N - New York",2513.500,-99999999.990,-99999999.990,0.350,7.200,-99999999.990,-34.000,123.930
"Akamai Technologies, Inc.","AKAM","M - Nasdaq",11593.800,3.680,37.900,5.060,11.900,94.400,2.300,26.410
"Akari Therapeutics PLC (ADR)","AKTX","M - Nasdaq",91.600,2.400,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-50.600,-46.480
"Akebia Therapeutics Inc","AKBA","M - Nasdaq",344.500,3.380,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-31.700,0.560
"Akers Biosciences Inc","AKER","M - Nasdaq",9.800,2.540,-99999999.990,4.090,-99999999.990,-99999999.990,-5.600,-0.060
"Akorn, Inc.","AKRX","M - Nasdaq",2729.000,3.340,14.400,2.430,8.800,-99999999.990,-5.500,-29.340
"Akoustis Technologies Inc","AKTS","O - Over the counter",88.200,70.480,-99999999.990,-99999999.990,-99999999.990,-99999999.990,-100.700,30.000
"Akzo Nobel N.V. (ADR)","AKZOY","O - Over the counter",15345.100,2.330,14.300,1.030,7.700,25.300,1.500,-11.660
"Alamo Group, Inc.","ALG","N - New York",841.500,2.180,19.400,0.980,9.200,61.700,-0.200,21.060
